,asin,overall,reviewerID,reviewText,summary,ReviewTag
18063,B00007GDAL,2.0,AWTHLIDDSI89C,It's nice but I was expecting smooth leather. Also it is very stiff. Hoping it softens after awhile. Price was great though.m,It's nice but I was expecting smooth leather,Negative
26174,B0000891KM,1.0,A33JZZWJVRZZUI,"I got barely there expecting it to look like its titled... but it made me look like i got a fake spray tan instead

Im hispanic but with light skin, a little tan but these tights made my legs look unnaturally tan while the rest of my body was still as it was!

Just to give everyone an idea i put the pantyhose on my arm, the darkest part of my body which is maybe 2 shades darker than my legs. as you can see it is not barely there .
Im returning this pronto!",Barely there... more like let me make your skin tone 4 shades darker,Negative
20804,B0000865JR,1.0,ADGMNTSHN6YOZ,"The fit is very good. And the elasticity is just right.  But the design on the back side is terrible. Rather than a seam down the middle, there are two seams along the bum. Sitting for long periods of time (like at work) causes some serious pinching and irritation on the cheeks.  Won't ever buy these again.  Plus had a run on one foot before noon.",The fit is very good. And the elasticity is just right,Negative
20803,B0000865JR,1.0,A3GV46P0G3JX1T,My pantyhose arrived with a run in them. Not happy abou that.,Very disappointed,Negative
26175,B0000891KM,2.0,A1RHCYRI9628J3,"This color is DARK.  Not neutral, not natural, not nude.  And it is most definitely ""there.""  As a fair-skinned Irish gal, I can't possibly pull these off without looking like a freak.  I passed them on to a darker-complected friend who says she might wear them just as an under-layer in the cold months.  Thumbs down for that.

On the bright side, they did fit just fine.  Two stars just for that. At least they don't have those ridiculous pre-fab'd bends and nooks where the manufacturer *thinks* your calves and ankles ought to fit.  Now, those are just ridic.","""Barely there""?  Not if you're a pasty Irish lass",Negative
26176,B0000891KM,2.0,A1EWFGUCS9M2SE,I do a *lot* of movement in my job and prefer sheer stockings to opaque for the aesthetic. I'm always on the lookout for a sheer black tight that is resistant to runs and will last me a few wears. This is not that pair. These hose ran on the second wear and were no longer any good to me. I'm not saying they're bad--the reinforced toe is a nice touch and they may last much longer for someone doing office work. But they did not stand up to the extra level of wear and tear challenge as I'd hope they would.,As expected,Negative
3168,B00001W0F2,1.0,A1SC80WKSDBN4I,"My son is 11-years-old and wears a 12-slim pants. The description claims they are for 11-14 but the packaging says 12-14. At any rate, this costume is so tight on him it's embarrassing even without using the spongey chest and abs insert. And he's a skinny kid. Also, the mask is made out of some type of spongey material. I think an elastic cloth would've been a better choice. He can't even wear the mask because he can't breath with it on and it smooshes his nose. If your child is maybe 9- or 10-years-old, this might be a good choice, however.",Too small.,Negative
19159,B00007GD9W,2.0,A293IQD4DWQL48,"Purchased this to replace my 20 year old ALL LEATHER buxton wallet. Disappointed because the inside of this wallet is vinyl, only the outside is leather.  I can't imagine the vinyl change purse area lasting very long compared to an all leather wallet.",buxton heiress convertible billfold,Negative
18072,B00007GDAL,2.0,AFQFBJVK9JZZL,"When the description said ""Leather"" I assumed it was all leather both inside and out but it is not. I should have known  by the price that this wallet would not be all leather- only the exterior is leather. I would return it but the style is what I was looking for and this one was the only one that met 70% of my needs.  It was inexpensive so I will keep looking but I know now that I will have to spend a lot more to get a totally leather wallet.",Disappointed-not all leather,Negative
18073,B00007GDAL,2.0,A2OH7DSY7VP276,"The description says it's leather inside and out, but it's not. Only the outside is leather. The quality is not very good. It's not flexible on the inside (the vinyl doesn't ""give"" easily so it's hard to actually put things inside).","NOT all leather, contrary to description",Negative
7444,B00006XXGO,1.0,AMZ3QIU0PLN1G,They were not the right size or the right color,One Star,Negative
6496,B00006CFCX,2.0,A3P7JJDV7ONHK4,Not authentic enough.. A little flimsy,Two Stars,Negative
20796,B0000865II,2.0,A3SF951VAJNTT8,"I love these pantyhose, except for the fact that they're too short. I'm 5' 10"" so I always have trouble finding things that fit. Too bad. They are very silky and nice.","Very nice, but not tall enough!",Negative
26181,B0000891KM,1.0,A1OURU67DAN25E,There is a rip down the leg that was there before I put them on,One Star,Negative
18080,B00007GDAL,2.0,A26XR7ZDCNOFKE,Love the color. The coin clasp does not stay closed.  Seams separating cards split.,Didn't hold up well.,Negative
3194,B00001W0J3,1.0,AG8TU5GLXI8R4,bad,One Star,Negative
6500,B00006CFCX,1.0,A1LPC6GL4ZCHNT,The headpiece was NOT included! What a ripoff!,One Star,Negative
18083,B00007GDAL,1.0,ARJ7UUNC34OMK,I have had a Buxton wallet most of my adult life but would no longer recommend it.  Unless you carry no change or only one or 2 credit cards and a few singles this wallet will not stay closed.  I waited too long to return it and wound up donating it to a thrift store.,... most of my adult life but would no longer recommend it. Unless you carry no change or only ...,Negative
10812,B000072US4,1.0,A25IACWFXBS9VE,"I clicked on 10.5D (wide) and hit order. I didn't notice that it then said just 10.5. Got the sneakers, too narrow, returned. Tried to reorder and noticed that ordering 10.5D (i.e. the wide version) resulted in ordering the not-wide version. Fix this.",Check the confirmation page carefully.,Negative
3199,B00001W0GC,1.0,A33EBDZ54U38MD,"My order never arrived on time, I tryed to contact UPS but they don't answer calls.
Amazon doesnt allow to file a claim with this type of orders, so be ready to lose your time and your money.",BE AWARE!!!!,Negative
27422,B000089V7W,1.0,A11WEPQ5VVKU0P,Ordered a 2 little kids (not infants) and got an infant size.,Wrong size,Negative
26179,B0000891KM,1.0,A1LQ01XCMF2ZD0,My goodness...I couldn't get these on!  Had to return.,Didn't fit,Negative
12573,B00006XXGO,2.0,A1C7CSKY5WH9A2,"I just got them today and the top on the toe part isn't straight, shoes did not last well",Two stars,Negative
23842,B000087S01,1.0,A30A0DKNAW22GG,Return,One Star,Negative
7458,B00006XXGO,1.0,A3QBC2LBBAX4P6,they came with glue all over them so i had to return them,not real converse?,Negative
26158,B0000891KM,2.0,A22PADRUFHISU1,I don't like a color.,Two Stars,Negative
6488,B00006CFCX,2.0,A1EKVHXDNHN01C,too large not well made,Two Stars,Negative
23823,B000087S01,1.0,A18KTN7H1A24O2,"the size was very inaccurate.
it was more like a size 5 for a baby rather than a 10 for a toddler.",it was more like a size 5 for a baby rather than a ...,Negative
7479,B00006XXGO,1.0,AI7JNB3L7MAT9,"EXTREMELY disappointed with this product. I ordered RED shoes, these are orange/peach. I ordered a 9.5 women's/7.5 men's size, and these are way too small. It doesn't even say the size on the bottom of the shoe for me to verify the size. So frustrated.",EXTREMELY disappointed with this product,Negative
12564,B00006XXGO,1.0,A2F89677HCYXVS,Knock-off. The emblem was on the wrong side. Don't waster your money.,One Star,Negative
18035,B00007GDAL,1.0,A379IQ23O78TOS,"I have used the same style  Buxton wallet for a good part of my life & have loved it.  The leather in this one was very stiff & because of that middle insert it does not close once you put stuff into it.  The bi-level one that I've always purchased was great & the leather was much softer,  but can't find that style.",... have used the same style Buxton wallet for a good part of my life & have loved it,Negative
3138,B00001W0F2,1.0,A2OK0HURDS7ZEI,The product is really cheap it is falling apart already 10-12 is extra big almost adult size completely I satisfied this is the second one purchased after the first completely started ripping after the first day.,Fabric quality sucks,Negative
18036,B00007GDAL,2.0,A18ZI6G7XU07O6,It was not what I was expecting.  To many credit card slots and no room for pictures. Might return,Not what I was hoping for :(,Negative
13753,B00006XXGO,1.0,A3UT3PYUCLYEYH,Was really upset about some mistiching and has a small cut on shoe wondering how I can return ??,One Star,Negative
23825,B000087S01,1.0,A21MYNPAI5Y7XT,Horrible experience. I will never use them again.,Horrible experience,Negative
20822,B0000865II,1.0,AETG1PZPVNJWT,Waist band very  constricted.,Buy at least one or two sizes larger. I am about 175 and the queen sizewaist is very tight and uncomfotable.,Negative
26161,B0000891KM,1.0,A2HJN3E4GIDAVO,Way too cheap,Ripped the moment I tried it on!,Negative
19168,B00007GDAL,2.0,A3UWEX5LBWKD9R,"Bought this wallet as a gift for my mom at Christmas. In a couple of months time the material is ripping up. Also the leather or ""pleather"" is very stiff. Could have bought a better quality wallet for less.",Not well made.,Negative
19167,B00007GDAL,1.0,A3SH4V3Y151LH9,"Buxton used to be a quality product. After careful comparison shopping I went with a known brand. I do not over stuff a wallet with coins and papers, and it was carried in a handbag. After 6 months, both of the  sides of the coin section  fell apart off the metal frame. The front closure snap fell out. The wallet remained stiff and hard, I don't  think it would have ever broken in and softened up like the old Buxtons  that lasted for YEARS. Do not purchase it if you actually want a wallet that is durable.",Fell apart after 6 months of light use.,Negative
6489,B00006CFCX,1.0,AVNBL1W6PC3AA,Very poorly made.  The horns are a flat piece of foam that came folded in the bag.  They are not stiff and absolutely do not stand up like depicted in the photo.  One flopped over completely and the headpiece looks more like rabbit ears.  I am very disappointed in the quality and it will be returned.,Poorly made.,Negative
26165,B0000891KM,2.0,A17UPTAVCFPZGW,I didn't even receive the right color I am more then dissatisfied,Two Stars,Negative
10785,B000072US4,1.0,A37XQTE5D2NUMD,I ordered a # 9 for men and I received a # 7.  This is the first time that this happens to me.,I ordered a # 9 for men and I received ...,Negative
20816,B0000865JR,2.0,A3SF951VAJNTT8,"I love these pantyhose, except for the fact that they're too short. I'm 5' 10"" so I always have trouble finding things that fit. Too bad. They are very silky and nice.","Very nice, but not tall enough!",Negative
